gene_symbol,Zcchc2
mouse_life_stage,Early adult
gene_accession_id,MGI:2444114
parameter_name,Coat - hair texture / appearance - abdomen
analysis_id,03702ivy16rci27
mouse_strain,C57BL
parameter_id,IMPC_CSD_016_001
pvalue,0.3566473
