gene_accession_id,MGI:109128
pvalue,0.5138233
analysis_id,2316z09h7tjm41l
mouse_strain,C57BL
parameter_name,Fat mass
gene_symbol,Hnf4a
mouse_life_stage,Late adult
parameter_id,IMPC_DXA_002_001
