gene_symbol,Inpp1
pvalue,0.7889927
parameter_id,MGP_CSD_025_001
analysis_id,9z5291sm4r9j25m
mouse_strain,129SV
gene_accession_id,MGI:104848
mouse_life_stage,Early adult
parameter_name,Ventral coat/hair presence
