gene_symbol,Cds2
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell number
mouse_life_stage,Early adult
gene_accession_id,MGI:1332236
parameter_id,MGP_PBI_030_001
analysis_id,o4q9459df45997a
pvalue,0.2446233
mouse_strain,129SV
