parameter_id,IMPC_OFD_013_001
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Periphery average speed
gene_accession_id,MGI:2385884
analysis_id,6y4an36we92l8sb
gene_symbol,Ddx27
pvalue,0.2154538
