parameter_id,IMPC_DXA_010_001
gene_symbol,Bpifa3
mouse_life_stage,Early adult
analysis_id,7912h84u822q113
parameter_name,Bone Area
mouse_strain,C57BL
pvalue,0.6926799
gene_accession_id,MGI:1920638
