gene_symbol,Lpgat1
parameter_name,Edema
mouse_life_stage,Late adult
analysis_id,l9w2t9q4dlb119e
parameter_id,IMPC_GEO_064_001
mouse_strain,C57BL
gene_accession_id,MGI:2446186
pvalue,0.827462
