gene_symbol,Sass6
pvalue,0.5509087
mouse_strain,C57BL
parameter_id,IMPC_ABR_006_001
analysis_id,nlhs7775px6o54m
parameter_name,12kHz-evoked ABR Threshold
mouse_life_stage,E12.5
gene_accession_id,MGI:1920026
