gene_symbol,Tox
gene_accession_id,MGI:2181659
analysis_id,7hrgu963p2hja25
parameter_name,Bone Mineral Density (excluding skull)
pvalue,1.510969e-11
parameter_id,IMPC_DXA_004_001
mouse_strain,C57BL
mouse_life_stage,Early adult
