parameter_id,MGP_IMM_017_001
gene_symbol,Dnajc5b
pvalue,0.3271861
mouse_strain,C57BL
gene_accession_id,MGI:1913576
mouse_life_stage,Early adult
parameter_name,KLRG1+ CD8+ T cells - % of CD8+
analysis_id,10v2kdqqgz16ak2
