parameter_name,Phosphorus
analysis_id,a2n4j0r3870yggu
mouse_life_stage,Early adult
gene_symbol,Gfi1b
pvalue,0.686331
parameter_id,IMPC_CBC_010_001
gene_accession_id,MGI:1276578
mouse_strain,C57BL
