gene_symbol,Bcs1l
mouse_life_stage,E12.5
parameter_name,Humerus
parameter_id,IMPC_XRY_021_001
pvalue,0.2070794
gene_accession_id,MGI:1914071
analysis_id,u6k6772829h1i05
mouse_strain,C57BL
