parameter_id,IMPC_DXA_003_001
pvalue,0.9412578
analysis_id,x5l3t88j78988x1
mouse_life_stage,Early adult
gene_symbol,Cds2
mouse_strain,129SV
parameter_name,Lean mass
gene_accession_id,MGI:1332236
