mouse_life_stage,Middle aged adult
pvalue,0.2181741
parameter_name,Total T cell percentage
mouse_strain,C57BL
analysis_id,o5687b6bh8089n3
gene_symbol,AU040320
gene_accession_id,MGI:2140475
parameter_id,MGP_PBI_001_001
