pvalue,0.4247153
parameter_id,IMPC_GEP_084_001
mouse_life_stage,Early adult
parameter_name,Limb morphology
gene_symbol,Wars2
analysis_id,61e53gnh42v4np7
gene_accession_id,MGI:1917810
mouse_strain,C57BL
