gene_symbol,Rab13
gene_accession_id,MGI:1927232
parameter_id,MGP_MLN_063_001
mouse_life_stage,Early adult
analysis_id,4cm9l149o10r76p
mouse_strain,C57BL
pvalue,0.7281491
parameter_name,Total ab T cells - % of CD45+
