parameter_id,JAXLA_CSD_007_001
analysis_id,cuz1q721u19786d
gene_accession_id,MGI:1921262
mouse_strain,C52BL
mouse_life_stage,Early adult
parameter_name,Coat - color - abdomen
gene_symbol,Rap2b
pvalue,0.9965889
