parameter_id,IMPC_CSD_011_001
mouse_life_stage,Early adult
pvalue,0.4964141
analysis_id,rm3z39io6j3d699
gene_accession_id,MGI:1913284
parameter_name,Coat - hair distribution - back
mouse_strain,C57BL
gene_symbol,Psmd14
