gene_symbol,Sass6
parameter_id,IMPC_OFD_013_001
parameter_name,Periphery average speed
pvalue,0.0653653
gene_accession_id,MGI:1920026
mouse_strain,C57BL
mouse_life_stage,E9.5
analysis_id,44l77av393v454g
