parameter_id,IMPC_CSD_033_001
mouse_strain,C57BL
parameter_name,Gait
gene_symbol,Car13
analysis_id,hlirkci179ft830
mouse_life_stage,Early adult
pvalue,0.6805552
gene_accession_id,MGI:1931322
