parameter_id,IMPC_HEM_007_001
mouse_life_stage,E9.5
analysis_id,6187x8r9m792jnb
parameter_name,Mean cell hemoglobin concentration
gene_symbol,Orc2
mouse_strain,C50BL
pvalue,0.8741536
gene_accession_id,MGI:1328306
