gene_symbol,AU040320
analysis_id,zz978xun5b32q1c
gene_accession_id,MGI:2140475
mouse_life_stage,Middle aged adult
parameter_id,MGP_PBI_027_001
mouse_strain,C57BL
pvalue,0.6176592
parameter_name,NK cell number
