gene_symbol,Lpgat1
mouse_strain,C57BL
pvalue,0.2504849
mouse_life_stage,Late adult
parameter_id,TCPLA_GRS_011_001
analysis_id,hj7pm93j4479488
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
gene_accession_id,MGI:2446186
