parameter_name,18kHz-evoked ABR Threshold
mouse_life_stage,Early adult
parameter_id,IMPC_ABR_008_001
pvalue,0.7738137
gene_accession_id,MGI:2446274
analysis_id,1479it3cq6q1ia5
gene_symbol,Frmpd1
mouse_strain,C57BL
