gene_symbol,AU040320
pvalue,0.5380653
mouse_strain,C57BL
parameter_id,IMPC_ECG_028_001
gene_accession_id,MGI:2140475
mouse_life_stage,Late adult
analysis_id,m76lb166l9uif52
parameter_name,QT
