gene_symbol,Cdin1
mouse_strain,C57BL
pvalue,0.8617461
analysis_id,964s0xmb957z2b8
parameter_id,JAXLA_CSD_007_001
mouse_life_stage,E9.5
parameter_name,Coat - color - abdomen
gene_accession_id,MGI:3026886
