parameter_id,IMPC_DXA_002_001
parameter_name,Fat mass
gene_symbol,Snap23
gene_accession_id,MGI:109356
mouse_life_stage,Late adult
analysis_id,600s9wv222761f0
pvalue,0.8453473
mouse_strain,C57BL
