parameter_id,MGP_IMM_013_001
gene_accession_id,MGI:2653612
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,5kux8bw7731984x
parameter_name,Total CD8+ T cells - % of ab T cells
gene_symbol,Amigo1
pvalue,0.702445
