gene_symbol,Lpgat1
mouse_strain,C57BL
gene_accession_id,MGI:2446186
parameter_id,HMGULA_CBC_018_001
mouse_life_stage,Late adult
pvalue,0.5124892
analysis_id,750i7w9a83f7200
parameter_name,Glucose
