gene_symbol,Secisbp2l
gene_accession_id,MGI:1917604
pvalue,0.2794189
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Zygomatic bone
parameter_id,IMPC_XRY_002_001
analysis_id,wke1pjcz520lud6
