parameter_id,IMPC_ECH_008_001
mouse_strain,C57BL
mouse_life_stage,E9.5
parameter_name,LVIDd
gene_symbol,Dmap1
analysis_id,45w74na27b3q24l
gene_accession_id,MGI:1913483
pvalue,0.6759214
