parameter_name,Average duration
parameter_id,JAX_ROT_002_001
mouse_strain,C57BL
analysis_id,wq905u782lzg43h
gene_accession_id,MGI:1917604
gene_symbol,Secisbp2l
mouse_life_stage,Late adult
pvalue,0.4583851
