gene_symbol,Wars2
pvalue,0.7454497
parameter_name,Coat colouration
analysis_id,4ub5d9986o6e357
gene_accession_id,MGI:1917810
mouse_life_stage,Early adult
parameter_id,M-G-P_026_001_004
mouse_strain,C57BL
