gene_symbol,Cds2
mouse_life_stage,Early adult
parameter_name,Fat/Body weight
parameter_id,JAXLA_DXA_009_001
pvalue,0.08245966
mouse_strain,C57BL
analysis_id,0406j8a43584972
gene_accession_id,MGI:1332236
