gene_symbol,Plcb1
parameter_name,110dB startle magnitude
mouse_strain,C57BL
pvalue,0.7411681
parameter_id,ESLIM_011_001_006
gene_accession_id,MGI:97613
mouse_life_stage,Late adult
analysis_id,4hbdiw402e3jijo
