parameter_id,IMPC_GEL_057_001
gene_accession_id,MGI:1914515
analysis_id,sml65f8krp59y81
mouse_life_stage,Early adult
gene_symbol,Slc39a10
parameter_name,Heart looping
mouse_strain,C57BL
pvalue,0.3591564
