gene_symbol,Tiprl
mouse_life_stage,E12.5
pvalue,0.8621752
analysis_id,dn852330f4k679z
gene_accession_id,MGI:1915087
mouse_strain,C57BL
parameter_name,HRV
parameter_id,IMPC_ECG_010_001
