parameter_id,MGP_PBI_013_001
gene_symbol,Bmi1
mouse_strain,C57BL
pvalue,0.1455706
mouse_life_stage,E15.5
gene_accession_id,MGI:88174
analysis_id,3s0l6vzjv575x8c
parameter_name,CD8+ KLRG1+ alpha beta T cell percentage
