gene_symbol,Ninl
pvalue,0.36301
gene_accession_id,MGI:1925427
mouse_strain,129SV
analysis_id,6r407521ljjy584
mouse_life_stage,Early adult
parameter_name,Body Weight
parameter_id,M-G-P_012_001_005
