gene_symbol,Inpp1
analysis_id,zk366oyf9y7eta0
parameter_id,IMPC_GEL_027_001
gene_accession_id,MGI:104848
mouse_life_stage,Early adult
pvalue,0.131803
mouse_strain,129SV
parameter_name,Neural tube closure
