parameter_id,IMPC_OFD_011_001
gene_symbol,Ints7
analysis_id,5tn6jq12397lr85
mouse_life_stage,Early adult
gene_accession_id,MGI:1924315
pvalue,0.4420827
parameter_name,Periphery resting time
mouse_strain,C57BL
