gene_symbol,Eprs1
gene_accession_id,MGI:97838
parameter_id,M-G-P_014_001_010
mouse_life_stage,E12.5
analysis_id,2cmdv8fzwoq2271
pvalue,0.4410655
parameter_name,lens opacity
mouse_strain,C57BL
