gene_symbol,Rgs20
pvalue,0.9216502
mouse_life_stage,Early adult
parameter_id,IMPC_EYE_006_001
analysis_id,5jt76633824c2my
mouse_strain,C57BL
gene_accession_id,MGI:1929866
parameter_name,Narrow eye opening
