parameter_id,IMPC_IMM_046_001
gene_accession_id,MGI:1914061
gene_symbol,Duoxa2
pvalue,0.6015314
mouse_strain,C57BL
analysis_id,4oy9911v2s0xi67
mouse_life_stage,Early adult
parameter_name,DN CD44+CD62L- NKT cells
