parameter_name,Percentage center time
analysis_id,pqtspm3uk94zcsv
gene_symbol,Kdm4c
parameter_id,JAX_OFD_022_001
pvalue,0.06766443
gene_accession_id,MGI:1924054
mouse_strain,C57BL
mouse_life_stage,Early adult
