gene_symbol,Frmpd1
parameter_id,M-G-P_020_001_001
analysis_id,95v9ba60c12uqu5
mouse_strain,C57BL
gene_accession_id,MGI:2446274
parameter_name,Body Weight
pvalue,0.4179767
mouse_life_stage,Middle aged adult
