parameter_id,IMPC_GEO_064_001
analysis_id,upnj77fdj6tt8b8
parameter_name,Edema
pvalue,0.6442217
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:106659
gene_symbol,Sprr1b
