gene_symbol,Zfp683
gene_accession_id,MGI:3650254
analysis_id,29ov76qhb99k401
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,HMGULA_CBC_015_001
parameter_name,Total cholesterol
pvalue,0.9806479
