parameter_id,IMPC_EYE_007_001
analysis_id,797f11u5b9l803w
mouse_strain,C57BL
mouse_life_stage,E18.5
gene_symbol,Nanp
pvalue,0.7187199
gene_accession_id,MGI:1914561
parameter_name,Cornea
