parameter_name,Total cholesterol
analysis_id,n71d5j58oe74sk9
gene_accession_id,MGI:1917810
mouse_strain,C57BL
parameter_id,HMGULA_CBC_015_001
pvalue,0.9891304
gene_symbol,Wars2
mouse_life_stage,E9.5
