gene_symbol,Serinc3
pvalue,0.2909631
parameter_name,Ly6Clow monocyte number
mouse_life_stage,Early adult
gene_accession_id,MGI:1349457
analysis_id,68x5vm6m1k9jho8
parameter_id,MGP_PBI_038_001
mouse_strain,C58BL
