parameter_id,M-G-P_007_001_010
pvalue,0.2156561
parameter_name,center - distance
analysis_id,rc8ok36fzf21nvl
mouse_strain,C57BL
gene_accession_id,MGI:2446186
mouse_life_stage,E18.5
gene_symbol,Lpgat1
