gene_accession_id,MGI:1336200
gene_symbol,Hpca
mouse_strain,C57BL
mouse_life_stage,Late adult
parameter_id,JAXLA_OFD_020_001
pvalue,0.5799603
parameter_name,Distance travelled - total
analysis_id,tgv903x3nxc0j86
