gene_symbol,Mapkap1
Parameter_id,IMPC_ABR_004_001
Mouse_life_stage,E12.5
analysis_id,z2mg78s8600udj8
gene_accession_id,MGI:2444554
pvalue,0.1143338
Mouse_strain,C57BL
Parameter_name,6kHz-evoked ABR Threshold
