gene_symbol,Bcs1l
mouse_strain,C57BL
gene_accession_id,MGI:1914071
pvalue,0.2713953
analysis_id,s5n35b95p5oy04x
parameter_id,ESLIM_011_001_007
mouse_life_stage,E9.5
parameter_name,PP1 + pulse startle magnitude
