parameter_id,HRWLLA_OFD_017_001
mouse_life_stage,Early adult
analysis_id,0vob0wo12511z0d
gene_symbol,Atg4c
parameter_name,Center average speed
gene_accession_id,MGI:2651854
pvalue,0.1880714
mouse_strain,C57BL
