parameter_id,IMPC_ECG_002_001
gene_symbol,Frmpd1
pvalue,0.9298521
mouse_strain,C57BL
analysis_id,6k0b9ibw4fg1c4h
parameter_name,HR
mouse_life_stage,Late adult
gene_accession_id,MGI:2446274
