gene_symbol,Inpp1
mouse_life_stage,Early adult
gene_accession_id,MGI:104848
analysis_id,xg5u6jk1h00ub5i
mouse_strain,C57BL
pvalue,0.8035792
parameter_id,HMGULA_CBC_018_001
parameter_name,Glucose
