gene_symbol,Arpc2
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,M-G-P_014_001_009
gene_accession_id,MGI:1923959
analysis_id,p9pj9d1i3376e03
parameter_name,lens
pvalue,0.09834815
