parameter_id,IMPC_ABR_002_001
parameter_name,Click-evoked ABR threshold
gene_symbol,AU040320
pvalue,0.6258739
analysis_id,64j82jw1604xx64
gene_accession_id,MGI:2140475
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
