parameter_name,Eye
parameter_id,IMPC_EYE_001_001
analysis_id,4o60h9w9c0h986f
mouse_life_stage,Early adult
gene_symbol,Ppm1j
mouse_strain,C57BL
pvalue,0.54903
gene_accession_id,MGI:1919137
