parameter_id,IMPC_IMM_052_001
pvalue,0.693019
mouse_life_stage,Early adult
gene_symbol,Zfp683
analysis_id,8319934t9ne8f62
gene_accession_id,MGI:3650254
parameter_name,Eosinophils
mouse_strain,C57BL
