parameter_id,IMPC_ABR_004_001
mouse_life_stage,E9.5
pvalue,0.4984303
mouse_strain,C57BL
analysis_id,fs8s7ikanj560j1
gene_symbol,Wars2
gene_accession_id,MGI:1917810
parameter_name,6kHz-evoked ABR Threshold
