gene_symbol,Zmynd19
mouse_life_stage,Early adult
parameter_id,JAXLA_CSD_021_001
analysis_id,6o22r9vbx28y5v7
parameter_name,Hindlimbs - shape
gene_accession_id,MGI:1914437
mouse_strain,C57BL
pvalue,0.7326293
